measurement_id,paper_citation,original_source_citation,source_location,site_description,latitude,longitude,parameter_name,cas_number,category,matrix,sample_type,time_period,time_granularity,raw_value,mean_value,std_dev,min_value,max_value,n_observations,aggregation_level,limit_qualifier,detection_limit,unit,notes
320,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Saket Dist. Centre,28.52577,77.2163,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,107.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
321,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Jangpura Bhogal,28.58622,77.2451,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,106.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
322,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7","Archana Arcd, Greater Kailash",28.5533,77.2299,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,105.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
323,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Andrewsganj Delhi,28.55992,77.2311,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,104.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
324,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Sector 5 Pushp Vihar,28.521599,77.225693,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,102.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
325,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Bus Depot Nizamuddin,28.590256,77.240646,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,93.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
326,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Somnath Marg RK Puram,28.571963,77.172592,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,92.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
327,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7","Block C, Lajpat Nagar",28.57976,77.2365,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,92.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
328,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Sewa Nagar Railcolony,28.578846,77.236281,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,91.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
329,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Kailash Hostal(Iit Delhi_),28.5445,77.1959,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,77.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
330,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",East Kidwai Nagar,28.573563,77.215282,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,68.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
331,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Masala Mix (Iit Delhi),28.54591,77.1871,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,68.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
332,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Sec-6 Saket (PSRI),28.53117,77.22376,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,63.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
333,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Hanuman Mandir Nizamuddin,28.58694,77.2477,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,63.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
334,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Jal Vihar Lajpat Nagar,28.579175,77.245748,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,60.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
335,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Ambedkar Marg Pushp Vihar,28.51824,77.2255,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,59.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
336,"Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Samui, S., Mallik, A., Kumar, D., Rao, S., Dhanya, C. T., & Gosain, A. K. (2025). Identifying the pollution sources of River Yamuna through field observations and participatory approach. J. Earth Syst. Sci., 134(41). https://doi.org/10.1007/s12040-024-02498-7","Figure 2, Page 7",Yusuf Sarai Gautam Nagar,28.56054,77.209201,Biochemical Oxygen Demand,,Organic Pollution Indicator,Water,Sewage/Wastewater,January 2022 - May 2022,One-time sampling for 43 locations; twice for 13 hotspot locations,50.0,,,,,,site,,,mg/L,"source_quote: BOD values of 43 monitoring locations in the Barapullah basin (source: Water Quality Laboratory, Delhi Jal Board, Okhla Tank)."
